Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
"Edward Johnson, IV.",4.8,United States,money management,589,56,"Boston, Massachusetts",United States,Not given,0,"Bachelor of Arts/Science, Northeastern University",FALSE
Elizabeth Johnson,4.8,United States,money management,589,58,"Boston, Massachusetts",United States,Not given,0,"Bachelor of Arts/Science, Franklin Pierce University",FALSE
Wang Zhendong,4.8,China,education,589,44,"Beijing, China",China,Not given,0,"Bachelor of Arts/Science, Peking University",TRUE
"John, Alan & Bruce Wilson",4.8,Australia,retailing,589,,"Melbourne, Australia",Australia,Not given,0,,FALSE
Dona Bertarelli,4.7,Switzerland,biotech,608,53,"Gstaad, Switzerland",Switzerland,Not given,0,,FALSE
Hong Jie,4.7,China,paint,608,53,"Putian, China",China,Not given,0,,TRUE
Tim Sweeney,4.7,United States,video games,608,50,"Cary, North Carolina",United States,Not given,0,,TRUE
Zhou Bajin,4.7,China,auto parts,608,86,"Changzhou, China",China,Not given,0,,TRUE
Martin & Olivier Bouygues,4.6,France,"construction, media",622,,"Paris, France",France,Not given,0,,FALSE
Dong Fan,4.6,China,medical devices,622,,"Zhuhai, China",China,Not given,0,"Bachelor of Arts/Science, Shanghai University of Finance and Economics; Master of Business Administration, Sun Yat-sen University",TRUE
Luis Frias,4.6,Brazil,mobile payments,622,58,"Sao Paulo, Brazil",Brazil,Not given,0,,FALSE
Hu Baifan,4.5,China,pharmaceuticals,638,58,"Shaoxing, China",China,Not given,0,"Bachelor of Arts/Science, Shaoxing University; Master of Business Administration, Zhejiang University",TRUE
Miao Hangen,4.5,China,"textiles, petrochemicals",638,56,"Suzhou, China",China,Not given,0,,TRUE
Sami Mnaymneh,4.5,United States,private equity,638,59,"Miami Beach, Florida",United States,Not given,0,"Bachelor of Arts/Economics, Columbia University; Master of Business Administration, Harvard Business School; Doctor of Jurisprudence, Harvard University",TRUE
Yakir Gabay,4.4,Cyprus,real estate,655,55,"London, United Kingdom",Cyprus,Not given,0,,TRUE
Zhang Daocai,4.4,China,valves,655,71,"Shaoxing, China",China,Not given,0,,TRUE
StÌ©phane Bancel,4.3,France,biotech,665,48,"Boston, Massachusetts",France,Not given,0,"Master of Science in Engineering, Ecole Centrale Paris; Master of Business Administration, Harvard University; Master of Science in Engineering, University of Minnesota",TRUE
Lee Yin Yee,4.3,China,glass,665,69,"Hong Kong, Hong Kong",China,Not given,0,,TRUE
Luca Garavoglia,4.2,Italy,spirits,680,52,"Milan, Italy",Italy,Not given,0,"Bachelor of Commerce, Bocconi University",FALSE
Martin Lau,4.2,Hong Kong,e-commerce,680,48,"Hong Kong, Hong Kong",Hong Kong,Not given,0,"Master of Business Administration, Kellogg School of Management; Master of Science in Engineering, Stanford University; Bachelor of Science in Engineering, University of Michigan",TRUE
Liu Fangyi,4.2,China,medical equipment,680,,"Shanghai, China",China,Not given,0,,TRUE
Pan Laican,4.2,China,soy sauce,680,,"foshan, China",China,Not given,0,,TRUE
Thomas Straumann,4.2,Switzerland,dental implants,680,57,"Basel, Switzerland",Switzerland,Not given,0,,FALSE
Xue Hua,4.2,China,agribusiness,680,,"Guangzhou, China",China,Not given,0,"Bachelor of Arts/Science, Huazhong Agricultural University",TRUE
Ji Qi,4.1,China,"hotels, motels",705,54,"Shanghai, China",China,Not given,0,,TRUE
Vinod & Anil Rai Gupta,4,India,electrical equipment,727,,"Delhi, India",India,Not given,0,,FALSE
Li Xiang,4,China,electric vehicles,727,39,"Beijing, China",China,Not given,0,,TRUE
Udo & Harald Tschira,4,Germany,software,727,,Germany,Germany,Not given,0,,FALSE
Wu Jianshu,4,Hong Kong,auto parts,727,57,"Ningbo, China",Hong Kong,Not given,0,,TRUE
Ye Xiaoping,4,China,pharmaceuticals,727,58,"Hangzhou, China",China,Not given,0,"Ph.D, Oxford University",TRUE
Maximilian Viessmann,3.9,Germany,heating and cooling equipment,752,,,Germany,Not given,0,,FALSE
Wang Linpeng,3.9,China,furniture retailing,752,53,"Beijing, China",China,Not given,0,,TRUE
Yi Zheng,3.9,China,software,752,50,"Hangzhou, China",China,Not given,0,"Bachelor of Arts/Science, Zhejiang University",TRUE
Zhang Wenzhong,3.9,China,supermarkets,752,59,"Beijing, China",China,Not given,0,,TRUE
Sergey Dmitriev,3.8,Russia,computer software,775,55,"Prague, Czechia",Russia,Not given,0,"Master of Science, Saint Petersburg State University",TRUE
Jeff Green,3.8,United States,online advertising,775,44,"Newbury Park, California",United States,Not given,0,,TRUE
Lai Jianping,3.8,China,soy sauce,775,,"Foshan, China",China,Not given,0,,TRUE
Wolfgang Reimann,3.8,Germany,consumer goods,775,68,"Passau, Germany",Germany,Not given,0,,FALSE
Matthias Reimann-Andersen,3.8,Germany,consumer goods,775,56,"Munich, Germany",Germany,Not given,0,,FALSE
Stefan Reimann-Andersen,3.8,Germany,consumer goods,775,57,"Vienna, Austria",Germany,Not given,0,,FALSE
Renate Reimann-Haas,3.8,Germany,consumer goods,775,69,"Vienna, Austria",Germany,Not given,0,,FALSE
Shaul Shani,3.8,Israel,telecom,775,66,Italy,Israel,Not given,0,,TRUE
Ivar Tollefsen,3.8,Norway,real estate,775,59,"Oslo, Norway",Norway,Not given,0,,TRUE
Zhang Jin,3.8,China,commodities,775,49,"Guangzhou, China",China,Not given,0,"Master of Arts, Hong Kong Polytechnic University; EMBA, Peking University",TRUE
Kong Jian Min,3.7,China,real estate,807,53,"Guangzhou, China",China,Not given,0,"Bachelor of Arts/Science, Jinan University",TRUE
Li Liangbin,3.7,China,lithium,807,53,"Xinyu, China",China,Not given,0,,TRUE
Paolo & Gianfelice Mario Rocca,3.7,Italy,pipe manufacturing,807,,"Buenos Aires, Argentina",Italy,Not given,0,"Certificate, Harvard Business School",FALSE
Xu Shugen,3.7,China,"construction, mining machinery",807,55,"Hangzhou, China",China,Not given,0,,TRUE
Hu Kaijun,3.6,China,pharmaceuticals,831,59,"Beijing, China",China,Not given,0,,TRUE
Michael Tojner,3.6,Austria,"batteries, investments",831,55,"Vienna, Austria",Austria,Not given,0,"Master of Business Administration, University of Vienna; Master of Laws, University of Vienna",TRUE
Yang Shaopeng,3.6,China,shipping,831,63,"Qingdao, China",China,Not given,0,,TRUE
Alessandra Garavoglia,3.5,Italy,spirits,859,61,"Milan, Italy",Italy,Not given,0,"Bachelor of Social Sciences, University of Milan",FALSE
Liu Xiaodong,3.5,China,flavorings,859,53,"Shanghai, China",China,Not given,0,,TRUE
Jim McKelvey,3.5,United States,mobile payments,859,55,"St. Louis, Missouri",United States,Not given,0,"Bachelor of Arts/Economics, Washington University in St. Louis; Bachelor of Science, Washington University in St. Louis",TRUE
Julia Thiele-Schuerhoff,3.5,Germany,brakes,859,,,Germany,Not given,0,,FALSE
Wu Shaoxun,3.5,China,wine,859,65,"Daye, China",China,Not given,0,,TRUE
Ye Guofu,3.5,China,retail,859,43,"Guangzhou, China",China,Not given,0,,TRUE
Steven Klinsky,3.4,United States,investments,891,64,"New York, New York",United States,Not given,0,"Master of Business Administration, Harvard Business School; Doctor of Jurisprudence, Harvard Law School; Bachelor of Arts/Economics, University of Michigan, Ann Arbor",TRUE
Eric Ya Shen,3.4,China,online apparel retail,891,50,"Guangzhou, China",China,Not given,0,,TRUE
Xu Yi,3.4,China,Internet,891,,,,Not given,0,,
Charles Edelstenne,3.3,France,aviation,925,83,"Paris, France",France,Not given,0,,TRUE
Kevin David Lehmann,3.3,Germany,drugstores,925,18,,Germany,Not given,0,,FALSE
Tomasz Biernacki,3.2,Poland,supermarkets,956,48,"Krotoszyn,, Poland",Poland,Not given,0,,TRUE
Carlo Fidani,3.2,Canada,real estate,956,66,"Toronto, Canada",Canada,Not given,0,,FALSE
Otto Philipp Braun,3.1,Germany,medical technology,986,43,"Melsungen, Germany",Germany,Not given,0,,FALSE
Chi Yufeng,3.1,China,software,986,50,"Beijing, China",China,Not given,0,,FALSE
Hao Hong,3.1,United States,pharmaceuticals,986,65,"Tianjin, China",United States,Not given,0,,TRUE
Artem Khachatryan,3.1,Russia,retail,986,46,"Moscow, Russia",Russia,Not given,0,"Master of Science, Moscow State Mining University",TRUE
Wilhelm Beier & family,3,Germany,pharmaceuticals,1008,65,Germany,Germany,Not given,0,,TRUE
Carl Douglas,3,Sweden,investments,1008,60,"Stockholm, Sweden",Sweden,Not given,0,"Bachelor of Arts/Science, Middlebury College",FALSE
Gan Zhongru,3,China,pharmaceuticals,1008,72,"Beijing, China",China,Not given,0,"Ph.D, Michigan State University",TRUE
Peter Grogg,3,Switzerland,biochemicals,1008,79,"Liestal, Switzerland",Switzerland,Not given,0,,TRUE
Gudrun Heine,3,Germany,medical devices,1008,66,"Ohningen, Germany",Germany,Not given,0,,FALSE
Huang Jinfeng,3,China,e-commerce,1008,38,"Guangzhou, China",China,Not given,0,,TRUE
Sheldon Lavin,3,United States,meat processing,1008,88,"Highland Park, New Jersey",United States,Not given,0,,TRUE
Cameron Winklevoss,3,United States,cryptocurrency,1008,39,"New York, New York",United States,Not given,0,"Bachelor of Arts/Economics, Harvard University",TRUE
Tyler Winklevoss,3,United States,cryptocurrency,1008,39,"New York, New York",United States,Not given,0,"Bachelor of Arts/Economics, Harvard University",TRUE
Xia Zuoquan,3,China,automobiles,1008,59,"Shenzhen, China",China,Not given,0,,TRUE
Yin Xin,3,China,video streaming app,1008,36,"Beijing, China",China,Not given,0,,TRUE
Zhu Xingming,3,China,electrical equipment,1008,54,"Shenzhen, China",China,Not given,0,,TRUE
Cao Ji,2.9,China,manufacturing,1064,69,"Hangzhou, China",China,Not given,0,,TRUE
Chen Kaixuan,2.9,China,household chemicals,1064,63,"Guangzhou, China",China,Not given,0,,TRUE
Marcel Erni,2.9,Switzerland,private equity,1064,56,"Zug, Switzerland",Switzerland,Not given,0,,TRUE
Hu Yangzhong,2.9,China,technology,1064,56,"Hangzhou, China",China,Not given,0,,TRUE
Matt Moulding,2.9,United Kingdom,e-commerce,1064,49,"Cheshire, United Kingdom",United Kingdom,Not given,0,"Bachelor of Arts/Economics, Nottingham University",TRUE
Benjamin Otto,2.9,Germany,retail,1064,,"Hamburg, Germany",Germany,Not given,0,,FALSE
Lucy Peng,2.9,China,e-commerce,1064,48,"Hangzhou, China",China,Not given,0,"Bachelor of Arts/Science, Zhejiang Gongshang University",TRUE
Urs Wietlisbach,2.9,Switzerland,private equity,1064,59,"Zug, Switzerland",Switzerland,Not given,0,,TRUE
Xu Yingzhuo,2.9,China,agribusiness,1064,53,"Guangzhou, China",China,Not given,0,,TRUE
Abdulla bin Ahmad Al Ghurair & family,2.8,United Arab Emirates,diversified,1111,,"Dubai, United Arab Emirates",United Arab Emirates,Not given,0,,FALSE
Bai Baokun,2.8,China,hardware,1111,,"Dongguan, China",China,Not given,0,,TRUE
Chen Huwen,2.8,China,stationery,1111,50,"Shanghai, China",China,Not given,0,,TRUE
Chen Huxiong,2.8,China,stationery,1111,50,"Shanghai, China",China,Not given,0,,TRUE
Chen Tianshi,2.8,China,semiconductors,1111,36,"Beijing, China",China,Not given,0,,TRUE
Liu Ming Hui,2.8,China,natural gas distribution,1111,58,"Hong Kong, Hong Kong",China,Not given,0,"Master of Arts, Renmin University of China",TRUE
Lv Jianming,2.8,Hong Kong,medical equipment,1111,56,"Hangzhou, China",Hong Kong,Not given,0,,TRUE
Carl Ferdinand Oetker,2.8,Germany,consumer goods,1111,48,"Bielefeld, Germany",Germany,Not given,0,,FALSE
Christian Oetker,2.8,Germany,consumer goods,1111,72,"Bielefeld, Germany",Germany,Not given,0,,FALSE
Richard Oetker,2.8,Germany,consumer goods,1111,70,"Bielefeld, Germany",Germany,Not given,0,,FALSE
Karin Schick,2.8,Germany,information technology,1111,,"Gaildorf, Germany",Germany,Not given,0,,FALSE
Hilton Schlosberg,2.8,United Kingdom,energy drinks,1111,68,"Irvine, California",United Kingdom,Not given,0,,TRUE
Masateru Uno & family,2.8,Japan,drugstores,1111,74,"Fukuoka, Japan",Japan,Not given,0,,TRUE
Stefan von Holtzbrinck,2.8,Germany,publishing,1111,57,"Stuttgart, Germany",Germany,Not given,0,"Diploma, University of Munich",FALSE
Xiong Wu,2.8,China,software,1111,45,"Shenzhen, China",China,Not given,0,,TRUE
Xu Jinfu,2.8,China,chemicals,1111,57,"Guangzhou, China",China,Not given,0,,TRUE
Tony Xu,2.8,United States,food delivery service,1111,36,"San Francisco, California",United States,Not given,0,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, University of California, Berkeley",TRUE
Xu Zhihan,2.8,China,electronics,1111,48,"Wuxi, China",China,Not given,0,,TRUE
Miriam Baumann-Blocher,2.7,Switzerland,chemicals,1174,46,"Rheinfelden, Switzerland",Switzerland,Not given,0,,FALSE
Victor Jacobsson,2.7,Sweden,fintech,1174,39,"Stockholm, Sweden",Sweden,Not given,0,"Master of Science, Stockholm School of Economics",TRUE
Franziska Wuerbser & Gabriella Meister,2.7,Germany,appliances,1174,,"Landsberg am Lech, Germany",Germany,Not given,0,,FALSE
Ou Zongrong & family,2.7,China,real estate,1174,57,"Shanghai, China",China,Not given,0,,TRUE
Su Suyu & family,2.7,China,"utilities, real estate",1174,72,"Shantou, China",China,Not given,0,,TRUE
Tao Yuequn,2.7,China,Contact Lens,1174,61,"Hefei, China",China,Not given,0,,TRUE
Zhang Wanzhen,2.7,China,electronics components,1174,71,"Chaozhou, China",China,Not given,0,,TRUE
Rajendra Agarwal,2.6,India,pharmaceuticals,1205,,"Mumbai, India",India,Not given,0,,TRUE
John Armitage,2.6,Ireland,hedge funds,1205,61,"London, United Kingdom",Ireland,Not given,0,,TRUE
Cai Dongchen,2.6,China,pharmaceuticals,1205,68,"Luancheng, China",China,Not given,0,"Master, Chinese Academy of Social Sciences; Master of Business Administration, Nankai University",TRUE
Adam Kwok,2.6,Hong Kong,real estate,1205,38,"Hong Kong, Hong Kong",Hong Kong,Not given,0,"Master of Business Administration, Harvard Business School; Bachelor of Science in Engineering, Stanford University",FALSE
Yuji Otsuka,2.6,Japan,"copy machines, software",1205,67,"Tokyo, Japan",Japan,Not given,0,,FALSE
Yang Yuanxi,2.6,China,video streaming app,1205,,"Beijing, China",China,Not given,0,,TRUE
Yu Qibing & family,2.6,China,glass,1205,55,"Ningbo, China",China,Not given,0,,TRUE
Zhaojiang Zhu,2.6,China,Smartphones,1205,47,"Shenzhen, China",China,Not given,0,,TRUE
Chang Jing,2.5,China,technology,1249,38,"Beijing, China",China,Not given,0,,TRUE
Hu Kun,2.5,China,medical equipment,1249,51,"Qinhuangdao, China",China,Not given,0,,TRUE
JosÌ© Neves,2.5,Portugal,luxury fashion,1249,46,"London, United Kingdom",Portugal,Not given,0,,TRUE
Jerry Ng,2.5,Indonesia,banking,1249,56,"Jakarta, Indonesia",Indonesia,Not given,0,"Bachelor of Business Administration, University of Washington",TRUE
Matthias Reinhart,2.5,Switzerland,finance,1249,61,"Zurich, Switzerland",Switzerland,Not given,0,,TRUE
Ruan Shuilong & family,2.5,China,chemicals,1249,85,"Shangyu, China",China,Not given,0,,TRUE
Rodney Sacks,2.5,United States,energy drinks,1249,71,"Laguna Beach, California",United States,Not given,0,"Law Degree, University of Witwatersrand",TRUE
Sun Mengquan & family,2.5,China,edible oil,1249,71,"Yantai, China",China,Not given,0,,TRUE
Wang Wenmo,2.5,China,sports apparel,1249,64,"Quanzhou, China",China,Not given,0,,TRUE
Xu Shaochun,2.5,China,software,1249,58,"Shenzhen, China",China,Not given,0,,TRUE
David Chen,2.4,Singapore,online games,1299,40,"Singapore, Singapore",Singapore,Not given,0,"Bachelor of Science, National University of Singapore",TRUE
Chen Xiao Ying,2.4,China,health information,1299,58,"Hong Kong, Hong Kong",China,Not given,0,,TRUE
Chen Xueli,2.4,China,pharmaceuticals,1299,69,"Weihai, China",China,Not given,0,,TRUE
Kiat Chiaravanont,2.4,Thailand,diversified,1299,,"Hong Kong, Hong Kong",Thailand,Not given,0,,FALSE
Mark Coombs,2.4,United Kingdom,finance,1299,60,"London, United Kingdom",United Kingdom,Not given,0,,TRUE
Dai Lizhong,2.4,China,medical testing,1299,52,"Changsha, China",China,Not given,0,"Master of Science, Peking University; Ph.D, Princeton University",TRUE
Chetan Dube,2.4,United States,technology,1299,55,"New York, New York",United States,Not given,0,"Bachelor of Science, Indian Institute of Technology Delhi",TRUE
Sebastian Glaser,2.4,Germany,sensor technology,1299,,"Munich, Germany",Germany,Not given,0,,FALSE
Jonathan Kwok,2.4,Hong Kong,Real Estate,1299,29,"Hong Kong, Hong Kong",Hong Kong,Not given,0,"Bachelor of Business Administration, Cornell University",FALSE
Karin Sartorius-Herbst,2.4,Germany,biopharmaceuticals,1299,,"Northeim, Germany",Germany,Not given,0,,FALSE
Renate Sick-Glaser,2.4,Germany,sensor technology,1299,,,Germany,Not given,0,,FALSE
Elizabeth Sy,2.4,Philippines,diversified,1299,68,"Manila, Philippines",Philippines,Not given,0,"Bachelor of Science, Maryknoll College",FALSE
Xiong Shaoming,2.4,China,e-cigarettes,1299,50,"Shenzhen, China",China,Not given,0,"Bachelor of Science, Wuhan University of Technology",TRUE
Zhang Ning & family,2.4,Canada,chemicals,1299,47,"Shanghai, China",Canada,Not given,0,,TRUE
Zhang Zhixiang,2.4,China,steel,1299,54,"Beijing, China",China,Not given,0,"Doctorate, Zhejiang University of Technology",TRUE
Zhao Hongfei,2.4,China,software,1299,46,"Beijing, China",China,Not given,0,,TRUE
Chen Zhisong,2.3,China,communication equipment,1362,55,"Xiamen, China",China,Not given,0,"Bachelor of Arts/Science, Xiamen University",TRUE
Deng Yingzhong,2.3,China,paper,1362,70,"Zhongshan, China",China,Not given,0,,TRUE
David Jiang,2.3,China,e-cigarettes,1362,42,"Beijing, China",China,Not given,0,,TRUE
Jim Kavanaugh,2.3,United States,IT provider,1362,58,"St. Louis, Missouri",United States,Not given,0,"Bachelor of Arts/Science, St. Louis University",TRUE
Lai Jianfa,2.3,China,express delivery,1362,,"Shanghai, China",China,Not given,0,"Master of Business Administration, Fudan University",TRUE
Lam Kong,2.3,China,pharmaceuticals,1362,56,"Hong Kong, Hong Kong",China,Not given,0,"Bachelor of Arts/Science, Guangdong Medical College",TRUE
